region,ics,trust_code,trust_name,hosp_code,hosp_name,country,mortality_denom_N,died30_n,died30_perc,died90_n,died90_perc,died30hospcount_reason_N,COD30_diag_code_highest_diag_1,COD30_diag_code_highest_diag_2,COD30_diag_code_highest_diag_3,COD30diagcount_highest_diag_1,COD30diagcount_highest_diag_2,COD30diagcount_highest_diag_3,CODdiag30perc_highest_diag_1,CODdiag30perc_highest_diag_2,CODdiag30perc_highest_diag_3,died90hospcount_reason_N,COD90_diag_code_highest_diag_1,COD90_diag_code_highest_diag_2,COD90_diag_code_highest_diag_3,COD90diagcount_highest_diag_1,COD90diagcount_highest_diag_2,COD90diagcount_highest_diag_3,CODdiag90perc_highest_diag_1,CODdiag90perc_highest_diag_2,CODdiag90perc_highest_diag_3,readmitted30_N,readmitted30_No_n,readmitted30_No_perc,readmitted30_Yes_n,readmitted30_Yes_perc,readmitted90_N,readmitted90_No_n,readmitted90_No_perc,readmitted90_Yes_n,readmitted90_Yes_perc,read30hospcount_reason_N,readmiss30_diag_code_highest_diag_1,readmiss30_diag_code_highest_diag_2,readmiss30_diag_code_highest_diag_3,readmiss30diagcount_highest_diag_1,readmiss30diagcount_highest_diag_2,readmiss30diagcount_highest_diag_3,readmissdiag30perc_highest_diag_1,readmissdiag30perc_highest_diag_2,readmissdiag30perc_highest_diag_3,read90hospcount_reason_N,readmiss90_diag_code_highest_diag_1,readmiss90_diag_code_highest_diag_2,readmiss90_diag_code_highest_diag_3,readmiss90diagcount_highest_diag_1,readmiss90diagcount_highest_diag_2,readmiss90diagcount_highest_diag_3,readmissdiag90perc_highest_diag_1,readmissdiag90perc_highest_diag_2,readmissdiag90perc_highest_diag_3,age_N,age_median,age_lo.quart,age_hi.quart,gender_N,gender_Male_n,gender_Male_perc,gender_Female_n,gender_Female_perc,gender_Transgender_n,gender_Transgender_perc,gender_Other_n,gender_Other_perc,gender_Not_recorded/Preferred_not_to_say_n,gender_Not_recorded/Preferred_not_to_say_perc,IMD_quintile_all_N,IMD_quintile_all_1_n,IMD_quintile_all_1_perc,IMD_quintile_all_2_n,IMD_quintile_all_2_perc,IMD_quintile_all_3_n,IMD_quintile_all_3_perc,IMD_quintile_all_4_n,IMD_quintile_all_4_perc,IMD_quintile_all_5_n,IMD_quintile_all_5_perc,IMD_quintile_all_Missing_n,IMD_quintile_all_Missing_perc,CCIweightedcat_N,CCIweightedcat_0-1_n,CCIweightedcat_0-1_perc,CCIweightedcat_2_n,CCIweightedcat_2_perc,CCIweightedcat_3_n,CCIweightedcat_3_perc,CCIweightedcat_4_n,CCIweightedcat_4_perc,CCIweightedcat_5_n,CCIweightedcat_5_perc,CCIweightedcat_6_n,CCIweightedcat_6_perc,CCIweightedcat_7+_n,CCIweightedcat_7+_perc
South East ,Sussex Health and Care Partnership ,RYR,University Hospitals Sussex NHS Foundation Trust,STR,St Richards Hospital,England,377,20,5.3,39,10.3,20,J44,F03,I25,13,<5,<5,65,-,-,39,J44,J18,C50,28,<5,<5,71.8,-,-,367,287,78.2,80,21.8,367,216,58.9,151,41.1,101,J44,J18,J10,37,20,<5,36.6,19.8,-,231,J44,J18,J96,76,44,6,32.9,19,2.6,377,74,67,80,377,172,45.6,204,54.1,<5,-,0,0,0,0,377,29,7.7,59,15.6,131,34.7,93,24.7,58,15.4,7,1.9,377,246,65.3,26,6.9,80,21.2,11,2.9,10,2.7,0,0,<5,-
South East  ,Sussex Health and Care Partnership ,RYR,University Hospitals Sussex NHS Foundation Trust,WRG,Worthing Hospital,England,275,16,5.8,33,12,16,J44,I26,J22,13,<5,<5,81.2,-,-,33,J44,C32,I25,26,<5,<5,78.8,-,-,266,203,76.3,63,23.7,266,163,61.3,103,38.7,73,J44,J18,C34,33,7,<5,45.2,9.6,-,183,J44,J18,R29,67,18,13,36.6,9.8,7.1,275,74,67,81,275,134,48.7,141,51.3,0,0,0,0,0,0,275,25,9.1,56,20.4,96,34.9,60,21.8,32,11.6,6,2.2,275,179,65.1,25,9.1,39,14.2,19,6.9,6,2.2,<5,-,<5,-
South West ,"Bath and North East Somerset, Swindon and Wiltshire",RD1,Royal United Hospitals Bath NHS Foundation Trust,BAT,Royal United Hospital Bath,England,437,45,10.3,70,16,45,J44,I25,J43,32,<5,<5,71.1,-,-,70,J44,I25,J43,43,<5,<5,61.4,-,-,412,306,74.3,106,25.7,412,234,56.8,178,43.2,125,J44,J18,R06,62,12,7,49.6,9.6,5.6,269,J44,J18,R06,128,30,12,47.6,11.2,4.5,437,74,66,80,437,220,50.3,217,49.7,0,0,0,0,0,0,437,40,9.2,83,19,113,25.9,90,20.6,97,22.2,14,3.2,437,278,63.6,38,8.7,83,19,22,5,10,2.3,<5,-,<5,-
South West ,"Bath and North East Somerset, Swindon and Wiltshire",RNZ,Salisbury NHS Foundation Trust,SAL,Salisbury District Hospital,England,321,16,5,35,10.9,16,J44,C34,I25,11,<5,<5,68.8,-,-,35,J44,C34,I25,21,<5,<5,60,-,-,310,235,75.8,75,24.2,310,183,59,127,41,85,J44,J18,D50,36,9,<5,42.4,10.6,-,206,J44,J18,D50,70,26,16,34,12.6,7.8,321,74,65,81,321,133,41.4,188,58.6,0,0,0,0,0,0,321,16,5,50,15.6,103,32.1,74,23.1,74,23.1,<5,-,321,193,60.1,25,7.8,69,21.5,14,4.4,7,2.2,<5,-,10,3.1
South East,"Bath and North East Somerset, Swindon and Wiltshire",RN3,Great Western Hospitals NHS Foundation Trust,PMS,The Great Western Hospital,England,647,33,5.1,70,10.8,33,J44,A41,C32,25,<5,<5,75.8,-,-,70,J44,I25,U07,51,<5,<5,72.9,-,-,627,480,76.6,147,23.4,627,361,57.6,266,42.4,179,J44,J18,A41,73,24,6,40.8,13.4,3.4,461,J44,J18,C34,171,60,15,37.1,13,3.3,647,74,66,81,647,316,48.8,331,51.2,0,0,0,0,0,0,647,113,17.5,114,17.6,143,22.1,180,27.8,90,13.9,7,1.1,647,414,64,44,6.8,134,20.7,26,4,16,2.5,5,0.8,8,1.2
South West ,Cornwall and the Isles of Scilly Health and Care Partnership ,REF,Royal Cornwall Hospitals NHS Trust,RCH,Royal Cornwall Hospital,England,594,34,5.7,67,11.3,34,J44,I21,D46,27,<5,<5,79.4,-,-,67,J44,F01,I21,43,<5,<5,64.2,-,-,575,468,81.4,107,18.6,575,350,60.9,225,39.1,147,J44,J18,C34,54,19,11,36.7,12.9,7.5,361,J44,J18,C34,118,47,17,32.7,13,4.7,594,72,65,79,594,276,46.5,317,53.4,<5,-,0,0,0,0,594,127,21.4,262,44.1,119,20,71,12,<5,-,11,1.9,594,294,49.5,104,17.5,93,15.7,62,10.4,17,2.9,13,2.2,11,1.9
South West ,"Healthier Together Bristol, North Somerset and South Gloucestershire",RVJ,North Bristol NHS Trust,BSM,Southmead Hospital,England,854,48,5.6,78,9.1,48,J44,C34,I21,28,<5,<5,58.3,-,-,78,J44,C34,I21,46,6,<5,59,7.7,-,823,614,74.6,209,25.4,823,470,57.1,353,42.9,264,J44,J18,N18,102,42,12,38.6,15.9,4.5,627,J44,J18,N18,242,73,38,38.6,11.6,6.1,854,74,66,80,854,409,47.9,445,52.1,0,0,0,0,0,0,854,173,20.3,188,22,188,22,132,15.5,168,19.7,5,0.6,854,497,58.2,94,11,151,17.7,55,6.4,30,3.5,14,1.6,13,1.5
South West ,"Healthier Together Bristol, North Somerset and South Gloucestershire",RA7,University Hospitals Bristol and Weston NHS Foundation Trust,BRI,Bristol Royal Infirmary,England,479,24,5,47,9.8,24,J44,C34,I25,13,<5,<5,54.2,-,-,47,J44,C34,I25,27,5,<5,57.4,10.6,-,459,361,78.6,98,21.4,459,270,58.8,189,41.2,119,J44,J18,C34,64,9,<5,53.8,7.6,-,311,J44,J18,C34,149,24,8,47.9,7.7,2.6,479,73,63,79,479,218,45.5,261,54.5,0,0,0,0,0,0,479,219,45.7,98,20.5,54,11.3,70,14.6,36,7.5,<5,-,479,301,62.8,42,8.8,92,19.2,21,4.4,17,3.5,<5,-,<5,-
South West ,"Healthier Together Bristol, North Somerset and South Gloucestershire",RA3,University Hospitals Bristol and Weston NHS Foundation Trust,WGH,Weston General Hospital,England,295,23,7.8,36,12.2,23,J44,C34,C61,17,<5,<5,73.9,-,-,36,J44,C34,I25,22,<5,<5,61.1,-,-,282,207,73.4,75,26.6,282,168,59.6,114,40.4,97,J44,J18,J10,46,16,<5,47.4,16.5,-,196,J44,J18,J10,91,32,6,46.4,16.3,3.1,295,74,67,81,295,133,45.1,162,54.9,0,0,0,0,0,0,295,72,24.4,78,26.4,52,17.6,68,23.1,24,8.1,<5,-,295,181,61.4,30,10.2,57,19.3,13,4.4,5,1.7,<5,-,6,2
South West ,One Gloucestershire ,RTE,Gloucestershire Hospitals NHS Foundation Trust,CHG,Cheltenham General Hospital,England,110,12,10.9,17,15.5,12,J44,I25,I05,7,<5,<5,58.3,-,-,17,J44,I25,Cod,10,<5,<5,58.8,-,-,100,84,84,16,16,100,54,54,46,46,18,J44,J18,A09,7,<5,<5,38.9,-,-,69,J44,J18,A09,27,9,<5,39.1,13,-,110,72,66,77,110,58,52.7,52,47.3,0,0,0,0,0,0,110,15,13.6,13,11.8,21,19.1,21,19.1,38,34.5,<5,-,110,76,69.1,11,10,16,14.5,5,4.5,<5,-,<5,-,0,0
South West ,One Gloucestershire ,RTE,Gloucestershire Hospitals NHS Foundation Trust,GLO,Gloucestershire Royal Hospital,England,199,6,3,15,7.5,6,J44,I26,K92,<5,<5,<5,-,-,-,15,J44,E88,I26,12,<5,<5,80,-,-,196,160,81.6,36,18.4,196,121,61.7,75,38.3,44,J44,J18,A41,24,<5,<5,54.5,-,-,125,J44,J18,I50,58,11,<5,46.4,8.8,-,199,71,67,78,199,107,53.8,92,46.2,0,0,0,0,0,0,199,41,20.6,29,14.6,57,28.6,38,19.1,29,14.6,5,2.5,199,151,75.9,18,9,22,11.1,8,4,0,0,0,0,0,0
South West ,Our Dorset ,RBD,Dorset County Hospital NHS Foundation Trust,WDH,Dorset County Hospital,England,236,20,8.5,33,14,20,J44,C61,I26,12,<5,<5,60,-,-,33,J44,J43,C61,20,<5,<5,60.6,-,-,225,174,77.3,51,22.7,225,143,63.6,82,36.4,55,J44,J18,R10,22,6,<5,40,10.9,-,130,J44,J18,M46,53,11,9,40.8,8.5,6.9,236,73,66,81,236,115,48.7,121,51.3,0,0,0,0,0,0,236,32,13.6,40,16.9,90,38.1,57,24.2,13,5.5,<5,-,236,159,67.4,24,10.2,29,12.3,14,5.9,7,3,0,0,<5,-
South West ,Our Dorset ,RD3,University Hospitals Dorset NHS Foundation Trust,PGH,Poole General Hospital,England,452,27,6,45,10,27,J44,C34,D47,19,<5,<5,70.4,-,-,45,J44,C34,I25,30,<5,<5,66.7,-,-,435,348,80,87,20,435,271,62.3,164,37.7,107,J44,J18,R07,45,20,5,42.1,18.7,4.7,284,J44,J18,J45,129,34,7,45.4,12,2.5,452,74,67,80,452,212,46.9,240,53.1,0,0,0,0,0,0,452,38,8.4,130,28.8,83,18.4,129,28.5,68,15,<5,-,452,258,57.1,89,19.7,46,10.2,43,9.5,8,1.8,<5,-,5,1.1
South West ,Our Dorset ,RDZ,University Hospitals Dorset NHS Foundation Trust,BOU,Royal Bournemouth General Hospital,England,630,43,6.8,92,14.6,43,J44,C67,I35,23,<5,<5,53.5,-,-,92,J44,C34,I25,51,<5,<5,55.4,-,-,600,456,76,144,24,600,330,55,270,45,187,J44,J18,R06,108,22,<5,57.8,11.8,-,473,J44,J18,C34,245,46,7,51.8,9.7,1.5,630,73,65,80,630,303,48.1,326,51.7,0,0,0,0,<5,-,630,119,18.9,135,21.4,159,25.2,121,19.2,94,14.9,<5,-,630,432,68.6,57,9,87,13.8,37,5.9,5,0.8,<5,-,10,1.6
South West ,Somerset ,RBA,Somerset NHS Foundation Trust,MPH,Musgrove Park Hospital,England,432,21,4.9,38,8.8,21,J44,C61,C76,16,<5,<5,76.2,-,-,38,J44,I26,J43,27,<5,<5,71.1,-,-,424,338,79.7,86,20.3,424,275,64.9,149,35.1,104,J44,J18,I21,43,7,<5,41.3,6.7,-,255,J44,J18,R07,104,21,8,40.8,8.2,3.1,432,73,66,79,432,219,50.7,213,49.3,0,0,0,0,0,0,432,72,16.7,126,29.2,149,34.5,58,13.4,25,5.8,<5,-,432,285,66,44,10.2,80,18.5,16,3.7,<5,-,<5,-,<5,-
South West ,Somerset ,RA4,Yeovil District Hospital NHS Foundation Trust,YEO,Yeovil District Hospital,England,294,35,11.9,50,17,35,J44,J18,I50,16,<5,<5,45.7,-,-,50,J44,J18,C34,24,<5,<5,48,-,-,269,212,78.8,57,21.2,269,153,56.9,116,43.1,63,J44,J18,R07,30,9,<5,47.6,14.3,-,175,J44,J18,I50,78,29,<5,44.6,16.6,-,294,75,68,83,294,160,54.4,134,45.6,0,0,0,0,0,0,294,28,9.5,53,18,113,38.4,73,24.8,22,7.5,5,1.7,294,161,54.8,23,7.8,78,26.5,19,6.5,5,1.7,<5,-,6,2
South West ,Together for Devon ,RBZ,Royal Devon University Healthcare NHS Foundation Trust,NDD,North Devon District Hospital,England,230,22,9.6,31,13.5,22,J44,I21,A41,13,<5,<5,59.1,-,-,31,J44,I21,A41,18,<5,<5,58.1,-,-,221,175,79.2,46,20.8,221,137,62,84,38,52,J44,J18,K59,12,11,<5,23.1,21.2,-,140,J44,J18,C15,36,21,8,25.7,15,5.7,230,74,68,82,230,115,50,114,49.6,0,0,0,0,<5,-,230,42,18.3,97,42.2,61,26.5,20,8.7,8,3.5,<5,-,230,148,64.3,12,5.2,52,22.6,8,3.5,6,2.6,<5,-,<5,-
South West ,Together for Devon ,RH8,Royal Devon University Healthcare NHS Foundation Trust,RDE,Royal Devon & Exeter Hospital,England,394,31,7.9,56,14.2,31,J44,C34,A41,24,<5,<5,77.4,-,-,56,J44,C34,I25,37,<5,<5,66.1,-,-,376,279,74.2,97,25.8,376,206,54.8,170,45.2,111,J44,J18,J43,43,25,<5,38.7,22.5,-,298,J44,J18,R07,125,47,7,41.9,15.8,2.3,394,74,67,80,394,185,47,209,53,0,0,0,0,0,0,394,39,9.9,82,20.8,123,31.2,86,21.8,63,16,<5,-,394,295,74.9,20,5.1,57,14.5,9,2.3,6,1.5,<5,-,6,1.5
South West ,Together for Devon ,RA9,Torbay and South Devon NHS Foundation Trust,TOR,Torbay Hospital,England,768,48,6.2,104,13.5,48,J44,C34,I21,21,5,<5,43.8,10.4,-,104,J44,C34,I25,51,7,6,49,6.7,5.8,743,554,74.6,189,25.4,743,411,55.3,332,44.7,255,J44,J18,N18,85,39,17,33.3,15.3,6.7,650,J44,J18,N18,202,84,49,31.1,12.9,7.5,768,73,67,81,768,373,48.6,395,51.4,0,0,0,0,0,0,768,167,21.7,264,34.4,185,24.1,101,13.2,46,6,5,0.7,768,478,62.2,68,8.9,147,19.1,33,4.3,15,2,5,0.7,22,2.9
South West ,Together for Devon ,RK9,University Hospitals Plymouth NHS Trust,PLY,Derriford Hospital,England,814,34,4.2,89,10.9,34,J44,C34,C15,28,<5,<5,82.4,-,-,89,J44,C34,C15,62,5,<5,69.7,5.6,-,795,621,78.1,174,21.9,795,497,62.5,298,37.5,210,J44,J18,R06,81,25,23,38.6,11.9,11,486,J44,J18,R06,170,52,41,35,10.7,8.4,814,72,65,79,814,353,43.4,460,56.5,0,0,0,0,<5,-,814,260,31.9,257,31.6,138,17,104,12.8,48,5.9,7,0.9,814,581,71.4,69,8.5,111,13.6,27,3.3,14,1.7,<5,-,8,1
,,7A6,Aneurin Bevan University Local Health Board,NEV,Nevill Hall Hospital,Wales,222,22,9.9,33,14.9,22,J44,C85,E14,16,<5,<5,72.7,-,-,33,J44,A04,C34,23,<5,<5,69.7,-,-,201,156,77.6,45,22.4,201,119,59.2,82,40.8,53,J44,J18,Missing code,20,6,5,37.7,11.3,9.4,141,J44,J18,Missing code,55,18,13,39,12.8,9.2,222,73,66,78,222,87,39.2,135,60.8,0,0,0,0,0,0,222,75,33.8,57,25.7,48,21.6,28,12.6,12,5.4,<5,-,222,150,67.6,24,10.8,38,17.1,9,4.1,<5,-,0,0,0,0
,,7A6,Aneurin Bevan University Local Health Board,GWE,Royal Gwent Hospital,Wales,94,9,9.6,17,18.1,9,J44,C34,NA,8,<5,NA,88.9,-,NA,17,J44,C34,U07,13,<5,<5,76.5,-,-,90,72,80,18,20,90,57,63.3,33,36.7,20,J18,J44,Missing code,6,6,<5,30,30,-,48,J44,J18,Missing code,14,11,<5,29.2,22.9,-,94,70,65,78,94,29,30.9,65,69.1,0,0,0,0,0,0,94,34,36.2,26,27.7,18,19.1,9,9.6,7,7.4,0,0,94,69,73.4,9,9.6,12,12.8,<5,-,<5,-,0,0,<5,-
,,7A6,Aneurin Bevan University Local Health Board,YYF,Ysbyty Ystrad Fawr,Wales,31,5,16.1,8,25.8,5,J44,F03,I21,<5,<5,<5,-,-,-,8,J44,F03,I21,<5,<5,<5,-,-,-,28,19,67.9,9,32.1,28,16,57.1,12,42.9,9,J44,G41,Missing code,<5,<5,<5,-,-,-,22,J44,J18,Missing code,8,<5,<5,36.4,-,-,31,77,72,82,31,12,38.7,19,61.3,0,0,0,0,0,0,31,8,25.8,5,16.1,6,19.4,6,19.4,<5,-,<5,-,31,19,61.3,<5,-,9,29,0,0,0,0,0,0,<5,-
,,7A1,Betsi Cadwaladr University Local Health Board,CLW,Glan Clwyd Hospital,Wales,139,<5,-,6,4.3,<5,J44,NA,NA,<5,NA,NA,100,NA,NA,6,J44,F01,NA,5,<5,NA,83.3,-,NA,137,118,86.1,19,13.9,137,101,73.7,36,26.3,20,J44,J18,R06,14,<5,<5,70,-,-,44,J44,J18,R06,30,5,<5,68.2,11.4,-,139,72,66,78,139,47,33.8,91,65.5,0,0,0,0,<5,-,139,36,25.9,32,23,31,22.3,22,15.8,16,11.5,<5,-,139,105,75.5,12,8.6,19,13.7,0,0,<5,-,0,0,<5,-
,,7A1,Betsi Cadwaladr University Local Health Board,GWY,Ysbyty Gwynedd Hospital,Wales,50,<5,-,<5,-,<5,J18,NA,NA,<5,NA,NA,100,NA,NA,<5,C26,J18,J44,<5,<5,<5,-,-,-,50,47,94,<5,-,50,37,74,13,26,<5,J44,R10,NA,<5,<5,NA,-,-,NA,21,J44,J18,J47,14,<5,<5,66.7,-,-,50,72,66,76,50,29,58,21,42,0,0,0,0,0,0,50,5,10,10,20,23,46,9,18,<5,-,0,0,50,38,76,<5,-,8,16,<5,-,0,0,0,0,0,0
,,7A4,Cardiff and Vale University Local Health Board,LLD,Llandough Hospital,Wales,522,25,4.8,44,8.4,25,J44,C34,E78,21,<5,<5,84,-,-,44,J44,C34,B02,33,<5,<5,75,-,-,505,411,81.4,94,18.6,505,337,66.7,168,33.3,104,J44,J18,I50,55,16,<5,52.9,15.4,-,246,J44,J18,I50,114,40,8,46.3,16.3,3.3,522,72,64,79,522,223,42.7,298,57.1,<5,-,0,0,0,0,522,237,45.4,67,12.8,82,15.7,53,10.2,78,14.9,5,1,522,359,68.8,43,8.2,84,16.1,19,3.6,10,1.9,<5,-,6,1.1
,,7A4,Cardiff and Vale University Local Health Board,UHW,University Hospital of Wales,Wales,397,35,8.8,52,13.1,35,J44,C34,C61,19,<5,<5,54.3,-,-,52,J44,C34,I63,25,8,<5,48.1,15.4,-,371,307,82.7,64,17.3,371,235,63.3,136,36.7,73,J44,J18,I21,26,16,<5,35.6,21.9,-,205,J44,J18,I50,69,50,7,33.7,24.4,3.4,397,74,65,80,397,166,41.8,231,58.2,0,0,0,0,0,0,397,153,38.5,77,19.4,51,12.8,56,14.1,53,13.4,7,1.8,397,250,63,33,8.3,83,20.9,18,4.5,6,1.5,<5,-,6,1.5
,,7A5,Cwm Taf Morgannwg University Local Health Board,PCH,Prince Charles Hospital,Wales,370,23,6.2,46,12.4,23,J44,F03,G24,17,<5,<5,73.9,-,-,46,J44,I25,J18,31,<5,<5,67.4,-,-,356,280,78.7,76,21.3,356,201,56.5,155,43.5,87,J44,J18,Missing code,40,17,<5,46,19.5,-,250,J44,J18,Missing code,118,32,17,47.2,12.8,6.8,370,72,63,78,370,136,36.8,234,63.2,0,0,0,0,0,0,370,172,46.5,130,35.1,51,13.8,10,2.7,7,1.9,0,0,370,270,73,22,5.9,57,15.4,10,2.7,<5,-,<5,-,6,1.6
,,7A3,Cwm Taf Morgannwg University Local Health Board,POW,Princess Of Wales Hospital,Wales,325,27,8.3,36,11.1,27,J44,C34,I21,21,<5,<5,77.8,-,-,36,J44,C34,I21,29,<5,<5,80.6,-,-,305,247,81,58,19,305,202,66.2,103,33.8,68,J44,J18,J96,32,15,<5,47.1,22.1,-,145,J44,J18,J15,70,29,<5,48.3,20,-,325,72,63,78,325,133,40.9,192,59.1,0,0,0,0,0,0,325,116,35.7,89,27.4,35,10.8,38,11.7,43,13.2,<5,-,325,231,71.1,25,7.7,45,13.8,12,3.7,6,1.8,<5,-,5,1.5
,,7A5,Cwm Taf Morgannwg University Local Health Board,RGH,Royal Glamorgan,Wales,377,21,5.6,36,9.5,21,J44,I25,K25,18,<5,<5,85.7,-,-,36,J44,C18,C80,27,<5,<5,75,-,-,365,299,81.9,66,18.1,365,247,67.7,118,32.3,78,J44,J18,Missing code,39,10,6,50,12.8,7.7,176,J44,J18,Missing code,84,22,12,47.7,12.5,6.8,377,72,66,79,377,158,41.9,219,58.1,0,0,0,0,0,0,377,154,40.8,123,32.6,46,12.2,28,7.4,25,6.6,<5,-,377,272,72.1,34,9,54,14.3,5,1.3,6,1.6,<5,-,5,1.3
,,7A2,Hywel Dda University Local Health Board,BRG,Bronglais General Hospital,Wales,152,12,7.9,21,13.8,12,J44,I25,I64,10,<5,<5,83.3,-,-,21,J44,I25,C34,14,<5,<5,66.7,-,-,146,127,87,19,13,146,103,70.5,43,29.5,23,J44,J18,N39,9,6,<5,39.1,26.1,-,68,J44,J18,R06,30,8,<5,44.1,11.8,-,152,75,66,81,152,73,48,79,52,0,0,0,0,0,0,152,0,0,36,23.7,50,32.9,47,30.9,19,12.5,0,0,152,101,66.4,14,9.2,21,13.8,6,3.9,5,3.3,0,0,5,3.3
,,7A2,Hywel Dda University Local Health Board,GLH,Glangwili General Hospital,Wales,85,7,8.2,17,20,7,J44,J47,NA,6,<5,NA,85.7,-,NA,17,J44,C34,C90,14,<5,<5,82.4,-,-,76,62,81.6,14,18.4,76,57,75,19,25,18,J44,J18,J96,12,<5,<5,66.7,-,-,27,J44,J18,J96,16,6,<5,59.3,22.2,-,85,74,70,80,85,47,55.3,38,44.7,0,0,0,0,0,0,85,12,14.1,17,20,35,41.2,19,22.4,<5,-,0,0,85,65,76.5,6,7.1,6,7.1,<5,-,<5,-,0,0,<5,-
,,7A2,Hywel Dda University Local Health Board,PPH,Prince Philip Hospital,Wales,141,<5,-,8,5.7,<5,J44,I77,J18,<5,<5,<5,-,-,-,8,J44,C18,F01,<5,<5,<5,-,-,-,139,109,78.4,30,21.6,139,90,64.7,49,35.3,39,J44,J18,R07,13,7,<5,33.3,17.9,-,85,J44,J18,Missing code,31,13,9,36.5,15.3,10.6,141,72,64,77,141,52,36.9,89,63.1,0,0,0,0,0,0,141,33,23.4,46,32.6,27,19.1,24,17,6,4.3,5,3.5,141,106,75.2,12,8.5,19,13.5,0,0,<5,-,0,0,<5,-
,,7A2,Hywel Dda University Local Health Board,WYB,Withybush General Hospital,Wales,55,5,9.1,6,10.9,5,J44,C80,NA,<5,<5,NA,-,-,NA,6,J44,C80,NA,5,<5,NA,83.3,-,NA,53,47,88.7,6,11.3,53,38,71.7,15,28.3,6,J44,J18,NA,5,<5,NA,83.3,-,NA,19,J44,J18,C02,11,<5,<5,57.9,-,-,55,73,66,80,55,22,40,33,60,0,0,0,0,0,0,55,14,25.5,<5,-,21,38.2,18,32.7,0,0,<5,-,55,33,60,6,10.9,11,20,<5,-,<5,-,0,0,<5,-
,,7A3,Swansea Bay Local Health Board,MOR,Morriston Hospital,Wales,404,33,8.2,51,12.6,33,J44,I25,C34,27,<5,<5,81.8,-,-,51,J44,C34,I25,38,<5,<5,74.5,-,-,377,298,79,79,21,377,240,63.7,137,36.3,93,J44,J18,R10,55,10,<5,59.1,10.8,-,198,J44,J18,I50,101,25,5,51,12.6,2.5,404,71,64,77,404,167,41.3,237,58.7,0,0,0,0,0,0,404,194,48,92,22.8,48,11.9,39,9.7,26,6.4,5,1.2,404,306,75.7,20,5,60,14.9,12,3,<5,-,0,0,<5,-
,,7A3,Swansea Bay Local Health Board,SIN,Singleton Hospital,Wales,351,15,4.3,27,7.7,15,J44,C34,I21,11,<5,<5,73.3,-,-,27,J44,C15,C34,18,<5,<5,66.7,-,-,346,283,81.8,63,18.2,346,236,68.2,110,31.8,73,J44,J18,I50,38,8,<5,52.1,11,-,157,J44,J18,Missing code,78,19,6,49.7,12.1,3.8,351,71,63,78,351,152,43.3,199,56.7,0,0,0,0,0,0,351,136,38.7,89,25.4,55,15.7,31,8.8,40,11.4,0,0,351,288,82.1,13,3.7,34,9.7,6,1.7,5,1.4,0,0,5,1.4
